Source,Rôle,Titre,Entreprise,Localisation,Lien,Compétences
LinkedIn,data analyst,Junior Android Engineer,Yassir,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/junior-android-engineer-at-yassir-3711699327?position=8&pageNum=27&refId=OOMO%2FLcWyBhCRJYkWmHnVA%3D%3D&trackingId=ArNUL0Vcl8wAlDd%2BScfflA%3D%3D,"docker, git, kubernetes, redis"
LinkedIn,data analyst,WinDev Junior Developer - Marrakech (m/f),BDO Luxembourg,"Marrakech-Safi, Maroc",https://ma.linkedin.com/jobs/view/windev-junior-developer-marrakech-m-f-at-bdo-luxembourg-4233375369?position=9&pageNum=27&refId=OOMO%2FLcWyBhCRJYkWmHnVA%3D%3D&trackingId=Gfb1DnLJYoC1Va4X4kJJ1A%3D%3D,"angular, c#"
LinkedIn,data analyst,Senior Financial Analyst,Arrow Components,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/senior-financial-analyst-at-arrow-components-4280933773?position=10&pageNum=27&refId=OOMO%2FLcWyBhCRJYkWmHnVA%3D%3D&trackingId=nAwMWtww8LHTfojq2YQ8Xg%3D%3D,"excel, power bi"
LinkedIn,data analyst,Data Scientist & AI Engineer,ALTEN MAROC,"Fès, Fès-Meknès, Maroc",https://ma.linkedin.com/jobs/view/data-scientist-ai-engineer-at-alten-maroc-4279807702?position=1&pageNum=30&refId=9kPVy0m6t%2F5Qc6BNuwqC%2Fw%3D%3D&trackingId=n6AoNOokQ7xXzvyHmg9p6g%3D%3D,"deep learning, machine learning, matplotlib, pandas, plotly, power bi, python, pytorch, scikit-learn, tensorflow"
LinkedIn,data analyst,Data Product Owner / Consultant Fonctionnel,Inetum,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-product-owner-consultant-fonctionnel-at-inetum-4249061929?position=2&pageNum=30&refId=9kPVy0m6t%2F5Qc6BNuwqC%2Fw%3D%3D&trackingId=UurbB8HSagSrIW%2FU0xTX8w%3D%3D,agile
LinkedIn,data analyst,"Ingénieur Talend ""Build""",Smile,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-talend-build-at-smile-4211741647?position=3&pageNum=30&refId=9kPVy0m6t%2F5Qc6BNuwqC%2Fw%3D%3D&trackingId=HIFW5RUnujSBlgyFeXFGCg%3D%3D,"docker, etl, git, gitlab, kubernetes"
LinkedIn,data analyst,Quality Analyst - Helpdesk (Spanish),HCLTech,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/quality-analyst-helpdesk-spanish-at-hcltech-4267695580?position=4&pageNum=30&refId=9kPVy0m6t%2F5Qc6BNuwqC%2Fw%3D%3D&trackingId=UAkX5b%2BMs1VTAQpCL78YZw%3D%3D,excel
LinkedIn,data analyst,CDA Technical Architect for Pan Africa (Morocco),Cisco,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/cda-technical-architect-for-pan-africa-morocco-at-cisco-4263434864?position=5&pageNum=30&refId=9kPVy0m6t%2F5Qc6BNuwqC%2Fw%3D%3D&trackingId=IL0JAWqnXLwl4ErBxsfiKQ%3D%3D,
LinkedIn,data analyst,Ingénieur QA & Automatisation,SQLI,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-qa-automatisation-at-sqli-4280233679?position=6&pageNum=30&refId=9kPVy0m6t%2F5Qc6BNuwqC%2Fw%3D%3D&trackingId=CFmeFIuHK4%2Ba27RkdBJr2w%3D%3D,"java, python"
LinkedIn,data analyst,DEVELOPPEUR DEVOPS POWER PLATFORM,RED TIC,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/developpeur-devops-power-platform-at-red-tic-4279602594?position=7&pageNum=30&refId=9kPVy0m6t%2F5Qc6BNuwqC%2Fw%3D%3D&trackingId=9717PKtS7Vr1CFCilJ9n0Q%3D%3D,"azure, ci/cd, git, java, power bi"
LinkedIn,data analyst,Ingénieur SI & Digitalisation F/H - SAFRAN AIRCRAFT ENGINES SERVICES MOROCCO,AEROCONTACT,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-si-digitalisation-f-h-safran-aircraft-engines-services-morocco-at-aerocontact-4278344213?position=8&pageNum=30&refId=9kPVy0m6t%2F5Qc6BNuwqC%2Fw%3D%3D&trackingId=CBgDNhSTcmu1Nn%2BN%2FOvCUg%3D%3D,
LinkedIn,data analyst,Business Transformation/Analyst,Arrow Components,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/business-transformation-analyst-at-arrow-components-4280932846?position=9&pageNum=30&refId=9kPVy0m6t%2F5Qc6BNuwqC%2Fw%3D%3D&trackingId=pXUiHFavM1UP%2BUpCERY81Q%3D%3D,agile
LinkedIn,data analyst,IT Business Analyst – Finance de Marché,Société Générale,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/it-business-analyst-%E2%80%93-finance-de-march%C3%A9-at-societe-generale-4218726144?position=10&pageNum=30&refId=9kPVy0m6t%2F5Qc6BNuwqC%2Fw%3D%3D&trackingId=hNPiym6FfQxy%2B27rwLwb1g%3D%3D,"agile, azure, scrum, sql"
LinkedIn,data analyst,Ingénieur SysOps Linux N1/N2 - H/F,"Alter Way, a Smile Group Company","Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-sysops-linux-n1-n2-h-f-at-alter-way-4254104197?position=1&pageNum=32&refId=dY8ql3W6mnnhfz7amEvATw%3D%3D&trackingId=4U%2F0wQnj9%2FzG7TbbT94QrQ%3D%3D,"aws, bdd, elasticsearch, git, linux, mysql, nosql, postgresql, redis, terraform"
LinkedIn,data analyst,Consultant JAVA /Angular Anglophone,DXC Technology Morocco,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/consultant-java-angular-anglophone-at-dxc-technology-morocco-4270734882?position=2&pageNum=32&refId=dY8ql3W6mnnhfz7amEvATw%3D%3D&trackingId=UpIrH1LO36OlbeF7kDTNYQ%3D%3D,"aws, git, html, java, javascript, mongodb, nosql, rest api, scrum, spring boot, sql, typescript"
LinkedIn,data analyst,DevOps Engineer,Apside,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/devops-engineer-at-apside-4268537178?position=3&pageNum=32&refId=dY8ql3W6mnnhfz7amEvATw%3D%3D&trackingId=L%2BliUBZGsSOykq9ibSJaag%3D%3D,"aws, azure, bash, ci/cd, docker, gcp, github, gitlab, jenkins, kubernetes, linux, nosql, python, sql, terraform"
LinkedIn,data analyst,Responsable Marketing Data Scientist,Maroc Telecom,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/responsable-marketing-data-scientist-at-maroc-telecom-4265168206?position=4&pageNum=32&refId=dY8ql3W6mnnhfz7amEvATw%3D%3D&trackingId=9u3IuIYSfk37lxnGBXdDXQ%3D%3D,"machine learning, power bi, python, sql"
LinkedIn,data analyst,Quality Analyst (Customer Field Engineer),TE Connectivity,"Tanger, Tanger-Tétouan-Al Hoceïma, Maroc",https://ma.linkedin.com/jobs/view/quality-analyst-customer-field-engineer-at-te-connectivity-4217416300?position=5&pageNum=32&refId=dY8ql3W6mnnhfz7amEvATw%3D%3D&trackingId=RPpkM4WuKXTol75LBtJYmA%3D%3D,
LinkedIn,data analyst,Développeur(se) Oracle APEX | Oracle APEX Developer,Talan - Americas,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-se-oracle-apex-oracle-apex-developer-at-talan-americas-4281818114?position=6&pageNum=32&refId=dY8ql3W6mnnhfz7amEvATw%3D%3D&trackingId=%2BuKvK7PlhdzhI0QhnVT7Qg%3D%3D,"css, html, javascript, oracle, sql"
LinkedIn,data analyst,Business Transformation/Analyst,Arrow Electronics,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/business-transformation-analyst-at-arrow-electronics-4277236212?position=7&pageNum=32&refId=dY8ql3W6mnnhfz7amEvATw%3D%3D&trackingId=b9dVz9BixL9iewPV1L9KsA%3D%3D,agile
LinkedIn,data analyst,QA Automaticien H/F,Renault Digital Maroc,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/qa-automaticien-h-f-at-renault-digital-maroc-4264610885?position=8&pageNum=32&refId=dY8ql3W6mnnhfz7amEvATw%3D%3D&trackingId=cgCMXwdqmmL%2FXHgLRtyyRw%3D%3D,"agile, ci/cd, gitlab, microservices, sql"
LinkedIn,data analyst,Quality Analyst (Customer Field Engineer),TE Connectivity,Maroc,https://ma.linkedin.com/jobs/view/quality-analyst-customer-field-engineer-at-te-connectivity-4217431180?position=9&pageNum=32&refId=dY8ql3W6mnnhfz7amEvATw%3D%3D&trackingId=bZKUs51MibJ6vmiTXWu6hQ%3D%3D,
LinkedIn,data analyst,DevOps Engineer / Cloud Platform Expert (Azure) (H/F),Devoteam,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/devops-engineer-cloud-platform-expert-azure-h-f-at-devoteam-4269709694?position=10&pageNum=32&refId=dY8ql3W6mnnhfz7amEvATw%3D%3D&trackingId=mfZDarV9nNthUkT4BHVlmA%3D%3D,"agile, azure, ci/cd, docker, kubernetes, microservices"
LinkedIn,data analyst,Consultant .Net confirmé,BROME Consulting & Technology,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/consultant-net-confirm%C3%A9-at-brome-consulting-technology-4214646372?position=1&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=78W9x8C0EfUxl%2Fb8wR4TKA%3D%3D,"agile, azure, c#, ci/cd, design patterns, git, postgresql, scrum, sql"
LinkedIn,data analyst,Frontend Engineer – Tracking & Data Layer Implementation,iMedia24 GmbH,Maroc,https://ma.linkedin.com/jobs/view/frontend-engineer-%E2%80%93-tracking-data-layer-implementation-at-imedia24-gmbh-4266530781?position=2&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=aZrG%2BADRqx%2FOVmPwkVyeeA%3D%3D,"angular, css, html, javascript, react, typescript"
LinkedIn,data analyst,Testeur AS400 / RPG (F/H),CGI,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/testeur-as400-rpg-f-h-at-cgi-4266748048?position=3&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=9tWdTS6N8YUrKWVkRUPFcg%3D%3D,
LinkedIn,data analyst,Développeur ABAP H/F,Petit Forestier Group,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-abap-h-f-at-petit-forestier-group-4266673953?position=4&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=LELxg4ulNFSTgpuHY8mQEQ%3D%3D,
LinkedIn,data analyst,Ingénieur N3 Sénior (Windows & Citrix),Inetum,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-n3-s%C3%A9nior-windows-citrix-at-inetum-4245291060?position=5&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=BfFlV2G04PdzOpucqqfukA%3D%3D,agile
LinkedIn,data analyst,ServiceNow Developer,Inetum,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/servicenow-developer-at-inetum-4228966121?position=6&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=1skFviM6TqoP5b7qyqrbRQ%3D%3D,javascript
LinkedIn,data analyst,Pilote Développement EE / Software,SEGULA Technologies,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/pilote-d%C3%A9veloppement-ee-software-at-segula-technologies-4028611121?position=7&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=y9Rf6Jo0JBiuegwEU7QVOA%3D%3D,
LinkedIn,data analyst,Azure DevOps Engineer - Tech Lead,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/azure-devops-engineer-tech-lead-at-lumenalta-4279525467?position=8&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=j%2BUPPu3jyEiuTCxFuMr8jg%3D%3D,"azure, ci/cd, etl, jenkins, kubernetes, postgresql, power bi, terraform"
LinkedIn,data analyst,QA Engineer,IDEMIA,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/qa-engineer-at-idemia-4271340372?position=9&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=iQI0%2Fl815682sUCgP9ia8w%3D%3D,"ci/cd, jenkins, linux, oracle, sql"
LinkedIn,data analyst,PLM/Windchill Developer,Inetum,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/plm-windchill-developer-at-inetum-4203436244?position=10&pageNum=35&refId=nDQUw%2BlHdiMRy9I2WOg%2F2A%3D%3D&trackingId=%2BVd37ozoR%2BskzlzBliXfVQ%3D%3D,"agile, git, java, oracle, scrum, sql"
LinkedIn,data scientist,Data Scientists,Wafasalaf,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/data-scientists-at-wafasalaf-4268089653?position=1&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=hJU7ZjPrBut5YK0qo%2B5V4g%3D%3D,"deep learning, machine learning"
LinkedIn,data scientist,Data scientist,DXC Technology,Maroc,https://ma.linkedin.com/jobs/view/data-scientist-at-dxc-technology-4271725417?position=2&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=j9KQ5iJzEVIilSJAnpx2Rg%3D%3D,"aws, azure, google cloud, hadoop, machine learning, matplotlib, power bi, python, pytorch, r, scikit-learn, spark, sql, tableau, tensorflow"
LinkedIn,data scientist,Data Scientist / ML Engineer,Coface,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-scientist-ml-engineer-at-coface-4280120525?position=3&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=q3ZKiw5Gz657Tmew%2Ft5tow%3D%3D,"airflow, ci/cd, docker, git, java, kubernetes, linux, machine learning, nlp, nosql, python, react, sql"
LinkedIn,data scientist,Data scientist (H/F) - Rabat,Sofrecom Maroc,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/data-scientist-h-f-rabat-at-sofrecom-maroc-4275728715?position=4&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=UNbodjjU8fanJ84vwSjUAg%3D%3D,"machine learning, nosql, power bi, python, r, scikit-learn, sql, superset, tableau, tensorflow"
LinkedIn,data scientist,Consultant Data Scientist H/F,Deloitte,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/consultant-data-scientist-h-f-at-deloitte-4263141150?position=5&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=2KVnGcMhiNX449mPwnw%2BZA%3D%3D,"deep learning, machine learning, nosql, pandas, python, sql, tensorflow"
LinkedIn,data scientist,Artificial Intelligence Engineer,Talent Performer,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/artificial-intelligence-engineer-at-talent-performer-4282600660?position=6&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=TdBtKY1ns6Ehp9%2Bi49Ccig%3D%3D,agile
LinkedIn,data scientist,Data Analytics - Senior Data Scientist - Casablanca,Infomineo,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-analytics-senior-data-scientist-casablanca-at-infomineo-4268568182?position=7&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=HNr8e47jEbnVa0%2B5sK0YMg%3D%3D,"aws, azure, docker, etl, google cloud, hadoop, ibm cloud, javascript, kubernetes, looker, machine learning, mongodb, nosql, power bi, python, r, snowflake, spark, sql, tableau"
LinkedIn,data scientist,Datascientist,CIH BANK,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/datascientist-at-cih-bank-3659272624?position=8&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=cEee%2FbzHqbv%2BeeaD0jk1SA%3D%3D,
LinkedIn,data scientist,Coders - AI Training [Remote],Braintrust,Maroc,https://ma.linkedin.com/jobs/view/coders-ai-training-remote-at-braintrust-4201817124?position=9&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=JA2zsXPWS2dFu8OBn%2BjM8g%3D%3D,"c++, generative ai, html, java, javascript, php, python, r, sql, typescript"
LinkedIn,data scientist,Python Developer Rabat,A3malouna.com,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/python-developer-rabat-at-a3malouna-com-4225907112?position=10&pageNum=0&refId=Z5D%2FV4x3Ze7hXCu9ahSrNQ%3D%3D&trackingId=la4uw7Syi4tGL3c5bafa8g%3D%3D,"fastapi, flask, git, mongodb, nosql, oracle, postgresql, python, redis, sql"
LinkedIn,data scientist,AI / ML - Software Development Manager,Oracle,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ai-ml-software-development-manager-at-oracle-4234199113?position=1&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=aEhSzKu05hF6%2BKcA19EORA%3D%3D,"java, machine learning, oracle, python"
LinkedIn,data scientist,Senior Data Scientist - Casablanca,Artefact,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-data-scientist-casablanca-at-artefact-3776222663?position=2&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=thfukK7wZkqbAQ9lHXEtYQ%3D%3D,"agile, deep learning, generative ai, machine learning, python, spark"
LinkedIn,data scientist,Senior Data Scientist - Casablanca,Artefact,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-data-scientist-casablanca-at-artefact-4279613468?position=3&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=6M8JPRpFyljYygovaczBbw%3D%3D,"agile, deep learning, generative ai, machine learning, python, spark"
LinkedIn,data scientist,Senior Data Scientist - Casablanca,Artefact,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-data-scientist-casablanca-at-artefact-4109316157?position=4&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=UYU%2FdJXLpTYaluCyY%2FJbNA%3D%3D,"agile, deep learning, generative ai, machine learning, python, spark"
LinkedIn,data scientist,AD Software Engineer - Junior H/F,Stellantis,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ad-software-engineer-junior-h-f-at-stellantis-3543048045?position=5&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=fF3293yEcBabq96VDwVyWQ%3D%3D,"c++, git, github, linux, python"
LinkedIn,data scientist,Consultant(e) Senior Data Science,Sia,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/consultant-e-senior-data-science-at-sia-4267066418?position=6&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=tyApM52fn3%2B4w6P%2B2dG3mQ%3D%3D,"bash, c++, java, linux, machine learning, python, r"
LinkedIn,data scientist,Fullstack Python Developer,iMedia24 GmbH,Maroc,https://ma.linkedin.com/jobs/view/fullstack-python-developer-at-imedia24-gmbh-4267953073?position=7&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=KOvkLGK%2B9J8uzebUW2fZEw%3D%3D,"angular, ci/cd, docker, gcp, kafka, kubernetes, microservices, next.js, nosql, python, sql, terraform"
LinkedIn,data scientist,Senior DataScientist (DS) / Tech Lead DS / Spécialiste ML,BROME Consulting & Technology,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-datascientist-ds-tech-lead-ds-sp%C3%A9cialiste-ml-at-brome-consulting-technology-4200185588?position=8&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=fzhVEitOhifIxirl5nvKaQ%3D%3D,machine learning
LinkedIn,data scientist,Lead Data Scientist,Leyton CognitX,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/lead-data-scientist-at-leyton-cognitx-4281493314?position=9&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=qfQiioXeBTKA958aK8s4Sw%3D%3D,"java, machine learning, python, r, sql"
LinkedIn,data scientist,AD Simulation SW Developer - Junior H/F,Stellantis,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ad-simulation-sw-developer-junior-h-f-at-stellantis-4222275597?position=10&pageNum=2&refId=XElxG1IfeLfbxicbz2YVQQ%3D%3D&trackingId=PnqCjKd1sbYK4QCqZi4MMw%3D%3D,"c++, docker, git, github, kubernetes, linux, python"
LinkedIn,data scientist,COLCOM - Professor in Data Sciences,UM6P - University Mohammed VI Polytechnic,Maroc,https://ma.linkedin.com/jobs/view/colcom-professor-in-data-sciences-at-um6p-university-mohammed-vi-polytechnic-4267599440?position=1&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=Q5WXHdfxcnWA9KxOJm9ktQ%3D%3D,
LinkedIn,data scientist,Ingénieur QA & Automatisation,SQLI,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-qa-automatisation-at-sqli-4280233679?position=2&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=f9%2B%2FpFbQNYjeLrEWwaO3tA%3D%3D,"java, python"
LinkedIn,data scientist,Ingénieur Etudes & Développement H/F,BMCE Capital,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-etudes-d%C3%A9veloppement-h-f-at-bmce-capital-4280484382?position=3&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=oDcdDS63lH443VJ%2F35G3eA%3D%3D,"agile, bdd, ci/cd, docker, git, github, gitlab, java, jenkins, kubernetes, microservices, oracle, postgresql, react, scrum, spring boot, sql, tdd"
LinkedIn,data scientist,Ingénieur étude et développement ProC,Nexpublica,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-%C3%A9tude-et-d%C3%A9veloppement-proc-at-nexpublica-4270716315?position=4&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=6euH59K%2FjGFxpOcFPTAITg%3D%3D,"agile, gitlab, java, linux, oracle, scrum, sql"
LinkedIn,data scientist,POO Senior,AXONE,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/poo-senior-at-axone-4282633380?position=5&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=zB1oY3bgyXBTDJrJzVVEjg%3D%3D,"agile, ci/cd, docker, git, mysql, php, postgresql"
LinkedIn,data scientist,Programmer-Automation Engineer,Wexus,"Settat, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/programmer-automation-engineer-at-wexus-4280186225?position=6&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=7roNAUD%2B%2F8UZZ457qXgAkg%3D%3D,
LinkedIn,data scientist,Process Programmer,Aptiv,"Tanger, Tanger-Tétouan-Al Hoceïma, Maroc",https://ma.linkedin.com/jobs/view/process-programmer-at-aptiv-4194774785?position=7&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=wJVriQE3WXRxGVUAIBDf7A%3D%3D,
LinkedIn,data scientist,General Pipeline MO,Mindera,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/general-pipeline-mo-at-mindera-4264182920?position=8&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=9VgsdQYkmXb8qNNXQOJ4Sw%3D%3D,"agile, angular, aws, azure, ci/cd, gcp, java, kubernetes, node.js, react, scrum, vue.js"
LinkedIn,data scientist,Software Development Engineer,IDEMIA,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/software-development-engineer-at-idemia-4271342982?position=9&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=%2FSg9pczjvZd6TZ5Q4tdFAg%3D%3D,"agile, ci/cd, design patterns, java, linux, oracle, postgresql, scrum"
LinkedIn,data scientist,"Ingénieur Talend ""Build""",Smile,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-talend-build-at-smile-4211741647?position=10&pageNum=5&refId=YFXsJkmRvpkbod3c4C029g%3D%3D&trackingId=V7eBGThJ0jAB2CsvgYtKUg%3D%3D,"docker, etl, git, gitlab, kubernetes"
LinkedIn,data scientist,Apex Engineer,Oracle,"Agadir, Souss-Massa, Maroc",https://ma.linkedin.com/jobs/view/apex-engineer-at-oracle-4265173200?position=1&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=7AtVF%2FDNZrz323Yk4IvK2g%3D%3D,"agile, bash, ci/cd, docker, git, gitlab, java, javascript, jenkins, kubernetes, oracle, php, python, scrum, sql, typescript"
LinkedIn,data scientist,"Back-End Sénior Python((FastAPI, NumPy, Pandas, Requests) Min 7 Ans Exp Freelance Mission Longue Durée  Rabat Ou Tanger",Confidentiel,Rabat et périphérie,https://ma.linkedin.com/jobs/view/back-end-s%C3%A9nior-python-fastapi-numpy-pandas-requests-min-7-ans-exp-freelance-mission-longue-dur%C3%A9e-rabat-ou-tanger-at-confidentiel-4282643005?position=2&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=vCJ56EI5zRcKsq0UxQ8Jsw%3D%3D,"fastapi, git, microservices, numpy, pandas, python, scrum"
LinkedIn,data scientist,Confirmed++ QA Automation - Selenium Java / Karate API,SQLI,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/confirmed%2B%2B-qa-automation-selenium-java-karate-api-at-sqli-4266951569?position=3&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=9tdewYCqnz2Bx7FLRr%2BP9w%3D%3D,"agile, ci/cd, gitlab, java, jenkins, scrum, sql"
LinkedIn,data scientist,Backend Developer (Python)- French Speakers,SSC HR Solutions,"Marrakech, Marrakech-Safi, Maroc",https://ma.linkedin.com/jobs/view/backend-developer-python-french-speakers-at-ssc-hr-solutions-4282118912?position=4&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=s3lJ8RlQMakn8O0%2Fj4GPJw%3D%3D,"agile, bdd, django, docker, elasticsearch, git, gitlab, grpc, linux, python"
LinkedIn,data scientist,Tech Lead / Senior Python Developer,CAPFI,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/tech-lead-senior-python-developer-at-capfi-groupe-4213056514?position=5&pageNum=7&refId=iqiHBFQlA9JjnCY31vgu4w%3D%3D&trackingId=EPyljPBSi20Q%2FDX7s6%2FI4A%3D%3D,"python, scrum"
