Source,Rôle,Titre,Entreprise,Localisation,Lien,Compétences
LinkedIn,data analyst,Data Engineer Confirmé,ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-confirm%C3%A9-at-alten-4272020123?position=7&pageNum=10&refId=X%2Fb1jm%2FIvqbGAIrBMn9gpg%3D%3D&trackingId=XbN56YP%2B6WIQ34nfOpIl0Q%3D%3D,"bigquery, ci/cd, dbt, gcp, git, looker, scrum"
LinkedIn,data analyst,Senior Data Consultant - Casablanca,Artefact,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-data-consultant-casablanca-at-artefact-4280435316?position=8&pageNum=10&refId=X%2Fb1jm%2FIvqbGAIrBMn9gpg%3D%3D&trackingId=NyjBM1i1TsK9h7WetHH81Q%3D%3D,
LinkedIn,data analyst,Business Research - Research Analyst - Casablanca - Spanish and/or Portuguese,Infomineo,"arrondissement d'Anfa, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/business-research-research-analyst-casablanca-spanish-and-or-portuguese-at-infomineo-4271433538?position=9&pageNum=10&refId=X%2Fb1jm%2FIvqbGAIrBMn9gpg%3D%3D&trackingId=QivEesKiZot5EHAruNzzUQ%3D%3D,
LinkedIn,data analyst,Business Research - Research Analyst - Casablanca - Italian speaker,Infomineo,"arrondissement d'Anfa, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/business-research-research-analyst-casablanca-italian-speaker-at-infomineo-4271424642?position=10&pageNum=10&refId=X%2Fb1jm%2FIvqbGAIrBMn9gpg%3D%3D&trackingId=5NXlj3tJAML%2B4SjBKfVd3Q%3D%3D,
LinkedIn,data analyst,Senior Power BI Developer,HCLTech,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/senior-power-bi-developer-at-hcltech-4273200522?position=1&pageNum=12&refId=nnJMZFKr2luf6j2vrz5%2FeQ%3D%3D&trackingId=v9oW2Z2RGm%2FCJ5IEyrIs6A%3D%3D,"agile, azure, power bi, sql"
LinkedIn,data analyst,Technicien Développement IT,Sumitomo Electric,"Ain Harrouda, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/technicien-d%C3%A9veloppement-it-at-sumitomo-electric-3962255756?position=2&pageNum=12&refId=nnJMZFKr2luf6j2vrz5%2FeQ%3D%3D&trackingId=bB4r5XIteF%2FVGPX5USs4zQ%3D%3D,"angular, c#, grpc, javascript, mysql, postgresql, python, react, sql"
LinkedIn,data analyst,Expert Salesforce,SEGULA Technologies,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/expert-salesforce-at-segula-technologies-4028606793?position=3&pageNum=12&refId=nnJMZFKr2luf6j2vrz5%2FeQ%3D%3D&trackingId=E8lSGiEErXugi05nvJG7gA%3D%3D,
LinkedIn,data analyst,Cloud Support Engineer,Arrow Electronics,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/cloud-support-engineer-at-arrow-electronics-4274938025?position=4&pageNum=12&refId=nnJMZFKr2luf6j2vrz5%2FeQ%3D%3D&trackingId=1Abrppr%2BFFXiZJWljm7BDQ%3D%3D,"azure, linux"
LinkedIn,data analyst,Expert Azure Cloud MS FABRIC,AXONE,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/expert-azure-cloud-ms-fabric-at-axone-4273239234?position=5&pageNum=12&refId=nnJMZFKr2luf6j2vrz5%2FeQ%3D%3D&trackingId=Zhly9ZsDwPPJ8HHPWJYvhA%3D%3D,azure
LinkedIn,data analyst,Process Programmer,Aptiv,"Tanger, Tanger-Tétouan-Al Hoceïma, Maroc",https://ma.linkedin.com/jobs/view/process-programmer-at-aptiv-4194774785?position=6&pageNum=12&refId=nnJMZFKr2luf6j2vrz5%2FeQ%3D%3D&trackingId=hQR0YwH4P4Dt8Zfd2JVeTQ%3D%3D,
LinkedIn,data analyst,Data Scientist Lead,Infomineo,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-scientist-lead-at-infomineo-4277313292?position=7&pageNum=12&refId=nnJMZFKr2luf6j2vrz5%2FeQ%3D%3D&trackingId=qSwK5urrldiey4xgJLlBug%3D%3D,"aws, azure, docker, etl, google cloud, hadoop, ibm cloud, javascript, kafka, kubernetes, looker, machine learning, mongodb, nosql, power bi, python, r, snowflake, spark, sql, tableau"
LinkedIn,data analyst,Data Engineer Confirmé – Écosystème Microsoft Fabric,Inetum,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-confirm%C3%A9-%E2%80%93-%C3%A9cosyst%C3%A8me-microsoft-fabric-at-inetum-4267244628?position=8&pageNum=12&refId=nnJMZFKr2luf6j2vrz5%2FeQ%3D%3D&trackingId=xL5lWBZmR0ONPNDe5PTO9A%3D%3D,"power bi, python, spark, sql"
LinkedIn,data analyst,IT Field Operations Engineer,TLScontact,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/it-field-operations-engineer-at-tlscontact-4282621178?position=9&pageNum=12&refId=nnJMZFKr2luf6j2vrz5%2FeQ%3D%3D&trackingId=lvZbfHahJLY9z%2BwvBi%2BIQQ%3D%3D,"bash, linux"
LinkedIn,data analyst,Cloud Support Engineer,Arrow Components,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/cloud-support-engineer-at-arrow-components-4279416523?position=10&pageNum=12&refId=nnJMZFKr2luf6j2vrz5%2FeQ%3D%3D&trackingId=1JOh%2FUEm%2Fn1ZYGl0nYCWTg%3D%3D,"azure, linux"
LinkedIn,data analyst,Python Developer,BSO,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/python-developer-at-bso-4141497079?position=1&pageNum=15&refId=%2BZiXeQPI4flrezAPeO6ePg%3D%3D&trackingId=a%2FvlpvpgfLooQM9Lzuhl%2FQ%3D%3D,"css, docker, git, html, javascript, linux, python, sql"
LinkedIn,data analyst,IT Engineer – Sage X3 & AQUIWEB MES,Expleo Group,"Tanger, Tanger-Tétouan-Al Hoceïma, Maroc",https://ma.linkedin.com/jobs/view/it-engineer-%E2%80%93-sage-x3-aquiweb-mes-at-expleo-group-4265234449?position=2&pageNum=15&refId=%2BZiXeQPI4flrezAPeO6ePg%3D%3D&trackingId=570H8duCjjs50yqGdqyj8g%3D%3D,"etl, excel, sql"
LinkedIn,data analyst,Ingénieur de production IT - (H/F),Saham Bank (Officiel),Casablanca et périphérie,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-de-production-it-h-f-at-saham-bank-officiel-4270176161?position=3&pageNum=15&refId=%2BZiXeQPI4flrezAPeO6ePg%3D%3D&trackingId=8zN5WK7eRSw%2FoDWnyUudEg%3D%3D,"oracle, postgresql, sql"
LinkedIn,data analyst,Data Engineer - Snowflake,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/data-engineer-snowflake-at-lumenalta-4279531185?position=4&pageNum=15&refId=%2BZiXeQPI4flrezAPeO6ePg%3D%3D&trackingId=EQeyTAaFxSOniMgd%2F8gsWw%3D%3D,"airflow, aws, dbt, python, snowflake, sql"
LinkedIn,data analyst,Apex Engineer,Oracle,"Agadir, Souss-Massa, Maroc",https://ma.linkedin.com/jobs/view/apex-engineer-at-oracle-4265173200?position=5&pageNum=15&refId=%2BZiXeQPI4flrezAPeO6ePg%3D%3D&trackingId=FpgSt1nm0Dpu3HZyUTFahw%3D%3D,"agile, bash, ci/cd, docker, git, gitlab, java, javascript, jenkins, kubernetes, oracle, php, python, scrum, sql, typescript"
LinkedIn,data analyst,Expert/Senior Testeur de Perf (Gatling),SQLI,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/expert-senior-testeur-de-perf-gatling-at-sqli-4251621439?position=6&pageNum=15&refId=%2BZiXeQPI4flrezAPeO6ePg%3D%3D&trackingId=pBv0kRA30MTs%2FvAjtqaRWQ%3D%3D,"azure, gcp, git, gitlab, java, javascript, kubernetes, scrum"
LinkedIn,data analyst,Data engineer -Apache NIFI,Devoteam,"cercle de El Borouj, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-apache-nifi-at-devoteam-3628571106?position=7&pageNum=15&refId=%2BZiXeQPI4flrezAPeO6ePg%3D%3D&trackingId=Vcz%2FHx39Ofy8plsN%2BdID8w%3D%3D,"agile, aws, azure, bitbucket, etl, gcp, java, kafka, sql"
LinkedIn,data analyst,Software Developer - BW,Cnexia,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/software-developer-bw-at-cnexia-3816681629?position=8&pageNum=15&refId=%2BZiXeQPI4flrezAPeO6ePg%3D%3D&trackingId=1MYfiKNTot%2BLda7fyZbeTA%3D%3D,"agile, etl, snowflake, sql"
LinkedIn,data analyst,Financial Data Consulting Manager,Artefact,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/financial-data-consulting-manager-at-artefact-4151398128?position=9&pageNum=15&refId=%2BZiXeQPI4flrezAPeO6ePg%3D%3D&trackingId=dZccP5ioiQpW7YTEazzV5g%3D%3D,agile
LinkedIn,data analyst,OPENSTACK CLOUD PLATFORM EXPERT,RIBATIS,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/openstack-cloud-platform-expert-at-ribatis-4273022132?position=1&pageNum=17&refId=KQiVa7F9%2BF%2BKn5D5oSyUEw%3D%3D&trackingId=eRKenjxR2cdiT%2FwwVfkIgQ%3D%3D,"git, gitlab, jenkins, linux, terraform"
LinkedIn,data analyst,WordPress Developer,Scale Army Careers,Maroc,https://ma.linkedin.com/jobs/view/wordpress-developer-at-scale-army-careers-4271032966?position=2&pageNum=17&refId=KQiVa7F9%2BF%2BKn5D5oSyUEw%3D%3D&trackingId=OPtao0A6AJ5yAuyWHxCECg%3D%3D,"css, html, javascript, php"
LinkedIn,data analyst,Project Technology Services Specialist,JESA S.A,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/project-technology-services-specialist-at-jesa-s-a-4277808044?position=3&pageNum=17&refId=KQiVa7F9%2BF%2BKn5D5oSyUEw%3D%3D&trackingId=VMApVOqruCEpTl1Ye79wiA%3D%3D,
LinkedIn,data analyst,Data Engineer Expérimenté,ALTEN MAROC,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-exp%C3%A9riment%C3%A9-at-alten-maroc-4269624437?position=4&pageNum=17&refId=KQiVa7F9%2BF%2BKn5D5oSyUEw%3D%3D&trackingId=N%2FgbIeyJz65HCJfznB11gQ%3D%3D,"bigquery, ci/cd, dbt, gcp, git, looker, scrum"
LinkedIn,data analyst,Maximo Developer -Contract or Perm,Max Accelerate,Maroc,https://ma.linkedin.com/jobs/view/maximo-developer-contract-or-perm-at-max-accelerate-4242563652?position=5&pageNum=17&refId=KQiVa7F9%2BF%2BKn5D5oSyUEw%3D%3D&trackingId=U91wZyUrcSUJ3MWorm1Lug%3D%3D,"java, sql"
LinkedIn,data analyst,Senior AI Engineer – AI Engineering  H/F - Sala Al Jadida (Technopolis),HCLTech,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/senior-ai-engineer-%E2%80%93-ai-engineering-h-f-sala-al-jadida-technopolis-at-hcltech-4271340531?position=6&pageNum=17&refId=KQiVa7F9%2BF%2BKn5D5oSyUEw%3D%3D&trackingId=dKPgVQGWLIvaYcdFtvYDFw%3D%3D,"aws, azure, generative ai, hugging face, llms, machine learning, python, pytorch"
LinkedIn,data analyst,Business Developer Finance,Attijariwafa bank,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/business-developer-finance-at-attijariwafa-bank-4252561062?position=7&pageNum=17&refId=KQiVa7F9%2BF%2BKn5D5oSyUEw%3D%3D&trackingId=YTrn%2BBTupafH9Ej61r8a5A%3D%3D,
LinkedIn,data analyst,Senior Data Scientist - Casablanca,Artefact,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-data-scientist-casablanca-at-artefact-3776222663?position=8&pageNum=17&refId=KQiVa7F9%2BF%2BKn5D5oSyUEw%3D%3D&trackingId=zqybCXuzG6afQXPFRaJYqw%3D%3D,"agile, deep learning, generative ai, machine learning, python, spark"
LinkedIn,data analyst,Senior Dell Storage Engineer (Unity XT / PowerStore) - Morocco,SWATX,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-dell-storage-engineer-unity-xt-powerstore-morocco-at-swatx-4281689706?position=9&pageNum=17&refId=KQiVa7F9%2BF%2BKn5D5oSyUEw%3D%3D&trackingId=gYF%2FyD1SL6KwJUD%2Fimg%2BiQ%3D%3D,
LinkedIn,data analyst,Junior Front-End Developer,A3malouna.com,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/junior-front-end-developer-at-a3malouna-com-4215968531?position=10&pageNum=17&refId=KQiVa7F9%2BF%2BKn5D5oSyUEw%3D%3D&trackingId=Qnq8yQJoLzblqJ4Y%2FqMxSA%3D%3D,"css, html, javascript"
LinkedIn,data analyst,Business Analyst (Country Payroll),emagine,"Tanger, Tanger-Tétouan-Al Hoceïma, Maroc",https://ma.linkedin.com/jobs/view/business-analyst-country-payroll-at-emagine-4271339808?position=1&pageNum=20&refId=5IzSyGguqR%2BfbQ%2B28%2FAAKA%3D%3D&trackingId=qy1mmCGFXRRvdqgxkDKq%2Bg%3D%3D,
LinkedIn,data analyst,AD Verification Test Engineer H/F,Stellantis,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ad-verification-test-engineer-h-f-at-stellantis-3543046087?position=2&pageNum=20&refId=5IzSyGguqR%2BfbQ%2B28%2FAAKA%3D%3D&trackingId=g1SmP8uuwdse4LTHFj2mZw%3D%3D,"ci/cd, python"
LinkedIn,data analyst,Solution Developer – Digital Transformation,Société Générale,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/solution-developer-%E2%80%93-digital-transformation-at-societe-generale-4282319324?position=3&pageNum=20&refId=5IzSyGguqR%2BfbQ%2B28%2FAAKA%3D%3D&trackingId=8dJ2Jv1V%2BN3jr5xEtfTxng%3D%3D,python
LinkedIn,data analyst,Senior IT Project Engineer,JESA S.A,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-it-project-engineer-at-jesa-s-a-4281674721?position=4&pageNum=20&refId=5IzSyGguqR%2BfbQ%2B28%2FAAKA%3D%3D&trackingId=RRApnaH0VEVdYlvf%2BiO8XA%3D%3D,
LinkedIn,data analyst,Ingénieur Etudes & Développement H/F,BMCE Capital,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-etudes-d%C3%A9veloppement-h-f-at-bmce-capital-4280484382?position=5&pageNum=20&refId=5IzSyGguqR%2BfbQ%2B28%2FAAKA%3D%3D&trackingId=6Pv4UQHiNuadyc0959OKcA%3D%3D,"agile, bdd, ci/cd, docker, git, github, gitlab, java, jenkins, kubernetes, microservices, oracle, postgresql, react, scrum, spring boot, sql, tdd"
LinkedIn,data analyst,Intégrateur Web / Stagiaire,Elavi,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/int%C3%A9grateur-web-stagiaire-at-elavi-4281626296?position=6&pageNum=20&refId=5IzSyGguqR%2BfbQ%2B28%2FAAKA%3D%3D&trackingId=VOQpwYn1zIleCY6mIhfbVQ%3D%3D,"css, html, javascript"
LinkedIn,data analyst,Data Engineer Sénior Spark Scala,ALTEN MAROC,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-s%C3%A9nior-spark-scala-at-alten-maroc-4280566977?position=7&pageNum=20&refId=5IzSyGguqR%2BfbQ%2B28%2FAAKA%3D%3D&trackingId=tvDqj27WJs%2FVW04bJDB9Nw%3D%3D,"agile, aws, bigquery, ci/cd, docker, gcp, gitlab, java, kafka, kubernetes, linux, microservices, scrum, spark, sql"
LinkedIn,data analyst,Ingénieur tests et validation (Rabat - Secteur Télécommunications),MAROC FER,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-tests-et-validation-rabat-secteur-t%C3%A9l%C3%A9communications-at-maroc-fer-4267544143?position=8&pageNum=20&refId=5IzSyGguqR%2BfbQ%2B28%2FAAKA%3D%3D&trackingId=Y%2BGmlqOL%2FpRIvI7dGFqU%2BA%3D%3D,
LinkedIn,data analyst,Ingénieur tests et validation (Secteur Télécommunications),Inetum,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-tests-et-validation-secteur-t%C3%A9l%C3%A9communications-at-inetum-4245570822?position=9&pageNum=20&refId=5IzSyGguqR%2BfbQ%2B28%2FAAKA%3D%3D&trackingId=GXebRpI3UQcMFVIWBb2Rnw%3D%3D,
LinkedIn,data analyst,Integration Engineer (H/F),Sofrecom Maroc,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/integration-engineer-h-f-at-sofrecom-maroc-4281652168?position=10&pageNum=20&refId=5IzSyGguqR%2BfbQ%2B28%2FAAKA%3D%3D&trackingId=axkynh2DWJC%2F62xq0eaVVg%3D%3D,"agile, ci/cd, git, gitlab, kubernetes, linux, python, shell scripting"
LinkedIn,data analyst,CONSULTANT TALEND CONFIRME,RED TIC,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/consultant-talend-confirme-at-red-tic-4276977782?position=2&pageNum=22&refId=a52hu0eWA2NBwDgbTX7%2BWQ%3D%3D&trackingId=Cbxvo6sSedtE6HpufnCe0w%3D%3D,"ci/cd, docker, etl, git, java, kubernetes, sql"
LinkedIn,data analyst,Ingénieur_Validation_EES,Expleo Group,"Tanger, Tanger-Tétouan-Al Hoceïma, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-validation-ees-at-expleo-group-4242873510?position=3&pageNum=22&refId=a52hu0eWA2NBwDgbTX7%2BWQ%3D%3D&trackingId=x0qqhmDJ8pS%2F9Tt277VkMw%3D%3D,python
LinkedIn,data analyst,Senior Data Scientist - Casablanca,Artefact,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-data-scientist-casablanca-at-artefact-4279613468?position=4&pageNum=22&refId=a52hu0eWA2NBwDgbTX7%2BWQ%3D%3D&trackingId=8kJYNZfzbT%2FBgj%2BESFF6eg%3D%3D,"agile, deep learning, generative ai, machine learning, python, spark"
LinkedIn,data analyst,Ingénieur étude et développement ProC,Nexpublica,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-%C3%A9tude-et-d%C3%A9veloppement-proc-at-nexpublica-4270716315?position=6&pageNum=22&refId=a52hu0eWA2NBwDgbTX7%2BWQ%3D%3D&trackingId=uc3RWMNw7uHWEDZM6Eszhw%3D%3D,"agile, gitlab, java, linux, oracle, scrum, sql"
LinkedIn,data analyst,Software Engineer Python / DevOps,Coface,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/software-engineer-python-devops-at-coface-4280120103?position=7&pageNum=22&refId=a52hu0eWA2NBwDgbTX7%2BWQ%3D%3D&trackingId=3rkzccPPVLfiSE90YAJ8XQ%3D%3D,"airflow, angular, ci/cd, docker, elasticsearch, java, kubernetes, linux, mongodb, nosql, pandas, python, react, redis, sql, vue.js"
LinkedIn,data analyst,ECS EMEA - Business Transformation Analyst,Arrow Electronics,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ecs-emea-business-transformation-analyst-at-arrow-electronics-4274882496?position=8&pageNum=22&refId=a52hu0eWA2NBwDgbTX7%2BWQ%3D%3D&trackingId=DmFRYYRwQTo%2FUlicM44f5g%3D%3D,agile
LinkedIn,data analyst,Lead developer,AXONE,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/lead-developer-at-axone-4282636252?position=9&pageNum=22&refId=a52hu0eWA2NBwDgbTX7%2BWQ%3D%3D&trackingId=aaJ25PTDOwPlEVgBfMq0tA%3D%3D,
LinkedIn,data analyst,Ingénieur infrastructure/Ingénieure infrastructure,ALTEN MAROC,Rabat et périphérie,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-infrastructure-ing%C3%A9nieure-infrastructure-at-alten-maroc-4270695941?position=10&pageNum=22&refId=a52hu0eWA2NBwDgbTX7%2BWQ%3D%3D&trackingId=T2DSyL3K2hBhDIBnubBo7w%3D%3D,"bash, ci/cd, gcp, gitlab, jenkins, kubernetes, linux, python, scrum, sql"
LinkedIn,data analyst,Ingénieur poste de travail N3,Inetum,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-poste-de-travail-n3-at-inetum-4278640138?position=1&pageNum=25&refId=sD5HYQ9sha3Tpkgwvnz46g%3D%3D&trackingId=KPLTn4tnISPNn%2FeJX99HMA%3D%3D,agile
LinkedIn,data analyst,ECS EMEA - Business Transformation Analyst,Arrow Electronics,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ecs-emea-business-transformation-analyst-at-arrow-electronics-4280419466?position=2&pageNum=25&refId=sD5HYQ9sha3Tpkgwvnz46g%3D%3D&trackingId=VfuiifRT8vlurAWtEA%2B1Dw%3D%3D,
LinkedIn,data analyst,Digital Business Analyst - PDS,JESA S.A,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/digital-business-analyst-pds-at-jesa-s-a-4274238992?position=3&pageNum=25&refId=sD5HYQ9sha3Tpkgwvnz46g%3D%3D&trackingId=iRYFpqMzwfqp%2BcsgQdRZUQ%3D%3D,
LinkedIn,data analyst,Ingénieur Cloud Ops/ DevOps,Société Générale,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-cloud-ops-devops-at-societe-generale-4262970034?position=4&pageNum=25&refId=sD5HYQ9sha3Tpkgwvnz46g%3D%3D&trackingId=P1BRTR6MPrhX3U9baiMP7A%3D%3D,"agile, azure, ci/cd, docker, git, github, kubernetes, microservices, terraform"
LinkedIn,data analyst,Concepteur Développeur Python (H/F) - Rabat,Sofrecom Maroc,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/concepteur-d%C3%A9veloppeur-python-h-f-rabat-at-sofrecom-maroc-4277825928?position=5&pageNum=25&refId=sD5HYQ9sha3Tpkgwvnz46g%3D%3D&trackingId=7WPVlbVlM5Rh4e5XPa7hUQ%3D%3D,"power bi, python"
LinkedIn,data analyst,Senior Programmatic Analyst (Morocco office location),Publicis Global Delivery (PGD),"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-programmatic-analyst-morocco-office-location-at-publicis-global-delivery-pgd-4264138994?position=6&pageNum=25&refId=sD5HYQ9sha3Tpkgwvnz46g%3D%3D&trackingId=AnI%2BQJKbclTcn1LqsOrWfw%3D%3D,
LinkedIn,data analyst,Référent Technique,Berger-Levrault,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/r%C3%A9f%C3%A9rent-technique-at-berger-levrault-4219862537?position=7&pageNum=25&refId=sD5HYQ9sha3Tpkgwvnz46g%3D%3D&trackingId=iy9QrFFdKmi7WtAIf3qKUA%3D%3D,"agile, angular, ci/cd, docker, gitlab, java, kubernetes, python, scrum"
LinkedIn,data analyst,Senior Applications Engineer - Fintech,Oracle,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/senior-applications-engineer-fintech-at-oracle-4236016847?position=8&pageNum=25&refId=sD5HYQ9sha3Tpkgwvnz46g%3D%3D&trackingId=%2FG3pll%2FlOHYTVfMYRq9Zzg%3D%3D,"agile, angular, aws, azure, docker, java, kubernetes, oracle, react"
LinkedIn,data analyst,Senior ServiceNow (H/F) – CDI,Atos,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-servicenow-h-f-%E2%80%93-cdi-at-atos-4279876523?position=9&pageNum=25&refId=sD5HYQ9sha3Tpkgwvnz46g%3D%3D&trackingId=Ep64RbpGiffZBDLDRV3ZaA%3D%3D,"agile, javascript"
LinkedIn,data analyst,Requirement engineer - garmanophone,ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/requirement-engineer-garmanophone-at-alten-4270273717?position=10&pageNum=25&refId=sD5HYQ9sha3Tpkgwvnz46g%3D%3D&trackingId=c9Ry2jbgloASRQk1pAA1CQ%3D%3D,
LinkedIn,data analyst,ECS EMEA - Business Transformation Analyst,Arrow Electronics,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ecs-emea-business-transformation-analyst-at-arrow-electronics-4274935440?position=1&pageNum=27&refId=OOMO%2FLcWyBhCRJYkWmHnVA%3D%3D&trackingId=vrWEjcv%2ByBzm4dhqU3ZEQg%3D%3D,
LinkedIn,data analyst,Ingénieur étude et développement,Groupe SII,"Oujda, Oriental, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-%C3%A9tude-et-d%C3%A9veloppement-at-groupe-sii-3928973303?position=2&pageNum=27&refId=OOMO%2FLcWyBhCRJYkWmHnVA%3D%3D&trackingId=Wnknd%2BtCaQwitB7eF1OfLQ%3D%3D,"azure, c#, git, oracle, scrum, sql"
LinkedIn,data analyst,ECS EMEA - Business transformation analyst,Arrow Electronics,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ecs-emea-business-transformation-analyst-at-arrow-electronics-4273213884?position=3&pageNum=27&refId=OOMO%2FLcWyBhCRJYkWmHnVA%3D%3D&trackingId=aXKn6z4XFegnfBXCD%2FXXWA%3D%3D,"agile, r"
LinkedIn,data analyst,Software Controls Engineer,AVL,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/software-controls-engineer-at-avl-4270994926?position=4&pageNum=27&refId=OOMO%2FLcWyBhCRJYkWmHnVA%3D%3D&trackingId=ZxKyF1iJFbCBXA89rULIBg%3D%3D,
LinkedIn,data analyst,Ingénieur Systèmes Windows Confirmé,GEC _ Global Experts Consulting,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-syst%C3%A8mes-windows-confirm%C3%A9-at-gec-global-experts-consulting-4271099518?position=5&pageNum=27&refId=OOMO%2FLcWyBhCRJYkWmHnVA%3D%3D&trackingId=b1Yvf4Y42sG4zwB8isCrMA%3D%3D,
LinkedIn,data analyst,Tech Lead Shopify F/H,VISEO,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/tech-lead-shopify-f-h-at-viseo-4135282547?position=6&pageNum=27&refId=OOMO%2FLcWyBhCRJYkWmHnVA%3D%3D&trackingId=rMvV5zomZGyoOKGEFI5R0A%3D%3D,"git, graphql"
LinkedIn,data analyst,Senior Applications Engineer - Fintech,Oracle,"Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-applications-engineer-fintech-at-oracle-4236015813?position=7&pageNum=27&refId=OOMO%2FLcWyBhCRJYkWmHnVA%3D%3D&trackingId=J7O%2Fyv5gMS0fdmrKl6%2Bg1g%3D%3D,"agile, angular, aws, azure, docker, java, kubernetes, oracle, react"
